etag,cow_id,stock_group,lact,bdat,inventory_lact,in_anchor_inventory
UK752261109945,82,cows,1,2022-12-24,None,False
UK752261109952,671,cows,1,2022-12-26,None,False
UK752261109959,847,cows,1,2022-12-29,None,False
UK752261109973,928,cows,1,2023-01-02,2,True
UK752261110911,110911,cows,1,2024-01-12,1,True
UK752261111086,111086,cows,1,2024-04-29,1,True
UK752261111247,111247,cows,1,2024-05-27,1,True
UK752261111268,111268,cows,1,2024-06-09,1,True
UK752261111275,111275,cows,1,2024-06-16,1,True
UK752261111289,111289,cows,1,2024-06-27,1,True
UK752261111296,111296,cows,1,2024-07-03,1,True
UK752261111338,111338,cows,1,2024-07-23,1,True
UK752261111345,111345,cows,1,2024-07-27,1,True
UK752261111352,111352,cows,1,2024-07-31,1,True
UK752261111359,111359,cows,1,2024-08-02,1,True
UK752261203926,600,cows,6,2016-10-24,None,False
UK752261204542,795,cows,5,2017-05-26,None,False
UK752261204920,761,cows,5,2017-10-12,None,False
UK752261204976,776,cows,6,2017-11-20,None,False
UK752261205179,407,cows,5,2018-01-31,None,False
UK752261205711,859,cows,4,2018-06-27,5,True
UK752261205935,139,cows,4,2018-10-02,None,False
UK752261206187,203,cows,4,2019-01-10,None,False
UK752261206320,750,cows,4,2019-02-03,None,False
UK752261206362,332,cows,4,2019-02-26,5,True
UK752261206383,474,cows,4,2019-03-18,None,False
UK752261206425,271,cows,4,2019-04-12,None,False
UK752261206621,775,cows,4,2019-06-24,5,True
UK752261206642,70,cows,3,2019-07-11,None,False
UK752261206810,599,cows,4,2019-08-22,None,False
UK752261206838,835,cows,3,2019-09-15,None,False
UK752261207027,873,cows,3,2019-11-10,None,False
UK752261207034,299,cows,4,2019-11-15,None,False
UK752261207041,146,cows,3,2019-11-19,4,True
UK752261207062,426,cows,3,2019-12-05,None,False
UK752261207083,116,cows,3,2019-12-19,None,False
UK752261207097,415,cows,3,2019-12-28,None,False
UK752261207216,589,cows,3,2020-01-09,None,False
UK752261207223,224,cows,3,2020-01-16,None,False
UK752261207244,871,cows,3,2020-01-28,None,False
UK752261207468,661,cows,3,2020-05-18,None,False
UK752261207608,258,cows,2,2020-07-05,None,False
UK752261207615,777,cows,3,2020-07-15,None,False
UK752261207622,312,cows,3,2020-07-21,4,True
UK752261207636,304,cows,3,2020-08-01,4,True
UK752261207657,351,cows,2,2020-08-13,None,False
UK752261207664,398,cows,3,2020-08-20,None,False
UK752261207811,61,cows,3,2020-09-19,None,False
UK752261207818,194,cows,2,2020-09-21,4,True
UK752261207951,584,cows,2,2020-12-17,3,True
UK752261207958,869,cows,2,2020-12-23,None,False
UK752261207979,204,cows,2,2021-01-04,None,False
UK752261207993,355,cows,2,2021-01-11,3,True
UK752261208007,380,cows,2,2020-11-14,None,False
UK752261208210,538,cows,2,2021-01-20,None,False
UK752261208217,151,cows,2,2021-01-23,3,True
UK752261208231,845,cows,2,2021-01-30,3,True
UK752261208252,250,cows,2,2021-02-19,None,False
UK752261208266,208266,cows,1,2021-03-03,3,True
UK752261208280,451,cows,2,2021-03-14,None,False
UK752261208294,392,cows,2,2021-03-20,3,True
UK752261208301,639,cows,1,2021-03-23,None,False
UK752261208315,83,cows,2,2021-04-07,None,False
UK752261208322,349,cows,2,2021-04-10,None,False
UK752261208329,716,cows,2,2021-04-17,3,True
UK752261208336,927,cows,2,2021-04-19,None,False
UK752261208343,798,cows,2,2021-04-24,None,False
UK752261208350,858,cows,2,2021-05-04,None,False
UK752261208364,184,cows,2,2021-05-17,None,False
UK752261208371,865,cows,2,2021-05-20,None,False
UK752261208385,243,cows,2,2021-05-31,None,False
UK752261208504,701,cows,2,2021-06-13,3,True
UK752261208525,707,cows,2,2021-06-26,None,False
UK752261208539,342,cows,2,2021-07-03,None,False
UK752261208560,501,cows,2,2021-07-17,None,False
UK752261208574,910,cows,1,2021-07-25,None,False
UK752261208595,435,cows,2,2021-08-03,None,False
UK752261208707,557,cows,2,2021-08-16,None,False
UK752261208742,58,cows,2,2021-09-15,None,False
UK752261208784,267,cows,2,2021-10-11,3,True
UK752261208791,373,cows,2,2021-10-16,3,True
UK752261208812,528,cows,2,2021-10-30,None,False
UK752261208819,951,cows,2,2021-11-03,None,False
UK752261208833,945,cows,2,2021-11-13,3,True
UK752261208868,500,cows,1,2021-11-29,None,False
UK752261208889,706,cows,2,2021-12-08,None,False
UK752261209001,209001,cows,1,2021-12-13,None,False
UK752261209029,212,cows,1,2021-12-27,None,False
UK752261209057,386,cows,2,2022-01-10,None,False
UK752261209085,782,cows,1,2022-01-22,None,False
UK752261209099,565,cows,2,2022-01-30,3,True
UK752261209316,686,cows,1,2022-02-11,None,False
UK752261209393,715,cows,1,2022-04-17,None,False
UK752261209400,676,cows,1,2022-04-22,2,True
UK752261209407,209407,cows,2,2022-05-03,None,False
UK752261209421,20633,cows,1,2022-05-12,None,False
UK752261209428,209428,cows,1,2022-05-22,None,False
UK752261209435,209435,cows,1,2022-05-29,None,False
UK752261209449,549,cows,1,2022-06-07,None,False
UK752261209463,315,cows,1,2022-06-24,2,True
UK752261209484,752,cows,1,2022-07-03,None,False
UK752261209617,800,cows,1,2022-07-27,None,False
UK752261209624,403,cows,1,2022-08-01,None,False
UK752261209680,669,cows,1,2022-09-05,None,False
UK752261209687,296,cows,1,2022-09-12,2,True
UK752261209694,209694,cows,1,2022-09-19,None,False
UK752261209708,209708,cows,1,2022-10-01,2,True
UK752261209715,833,cows,1,2022-10-08,2,True
UK752261209729,209729,cows,1,2022-10-06,None,False
UK752261209736,300,cows,1,2022-10-24,None,False
UK752261209743,369,cows,1,2022-10-28,None,False
UK752261209764,20045,cows,1,2022-11-10,None,False
UK752261209771,950,cows,1,2022-11-13,None,False
UK752261209778,495,cows,1,2022-11-18,None,False
UK752261209785,176,cows,1,2022-11-24,None,False
UK752261209792,770,cows,1,2022-11-27,None,False
UK752261209799,732,cows,1,2022-12-03,None,False
UK752261209904,673,cows,1,2022-12-06,None,False
UK752261209911,812,cows,1,2022-12-08,None,False
UK752261209925,760,cows,1,2022-12-16,2,True
UK752261209932,491,cows,1,2022-12-19,None,False
UK752261209939,179,cows,1,2022-12-21,2,True
UK752261209946,499,cows,1,2022-12-24,None,False
UK752261209953,523,cows,1,2022-12-26,None,False
UK752261209967,276,cows,1,2023-01-01,None,False
UK752261209974,262,cows,1,2023-01-03,2,True
UK752261209981,193,cows,1,2023-01-08,None,False
UK752261209988,490,cows,1,2023-01-11,None,False
UK752261210002,168,cows,1,2023-01-23,None,False
UK752261210023,585,cows,1,2023-02-07,None,False
UK752261210037,446,cows,1,2023-02-15,2,True
UK752261211094,211094,cows,1,2024-05-01,1,True
UK752261211206,211206,cows,1,2024-05-06,1,True
UK752261211255,211255,cows,1,2024-06-02,1,True
UK752261211262,211262,cows,1,2024-06-06,1,True
UK752261211269,211269,cows,1,2024-06-10,1,True
UK752261211276,211276,cows,1,2024-06-17,1,True
UK752261211283,211283,cows,1,2024-06-21,1,True
UK752261211290,211290,cows,1,2024-06-30,1,True
UK752261211297,211297,cows,1,2024-07-04,1,True
UK752261211304,211304,cows,1,2024-07-09,1,True
UK752261211318,211318,cows,1,2024-07-15,1,True
UK752261211325,211325,cows,1,2024-07-19,1,True
UK752261211339,211339,cows,1,2024-07-24,1,True
UK752261211353,211353,cows,1,2024-07-31,1,True
UK752261211360,211360,cows,1,2024-08-02,1,True
UK752261304179,876,cows,6,2017-02-20,None,False
UK752261304928,288,cows,6,2017-10-17,None,False
UK752261304998,233,cows,5,2017-12-04,None,False
UK752261305194,720,cows,5,2018-02-10,None,False
UK752261305544,8,cows,5,2018-05-17,None,False
UK752261306398,225,cows,4,2019-03-27,5,True
UK752261306433,578,cows,3,2019-04-15,None,False
UK752261306454,566,cows,3,2019-05-02,None,False
UK752261306475,69,cows,4,2019-05-15,None,False
UK752261306650,306650,cows,4,2019-07-14,None,False
UK752261306832,819,cows,4,2019-09-08,None,False
UK752261306881,132,cows,2,2019-10-13,None,False
UK752261307014,376,cows,4,2019-11-04,None,False
UK752261307021,895,cows,3,2019-11-08,None,False
UK752261307028,336,cows,2,2019-11-11,None,False
UK752261307210,563,cows,3,2020-01-07,None,False
UK752261307238,9,cows,3,2020-01-23,None,False
UK752261307273,839,cows,3,2020-02-18,None,False
UK752261307294,47,cows,3,2020-03-09,None,False
UK752261307420,623,cows,3,2020-04-01,4,True
UK752261307427,618,cows,3,2020-04-03,4,True
UK752261307434,231,cows,2,2020-04-07,None,False
UK752261307441,644,cows,3,2020-04-10,4,True
UK752261307448,526,cows,3,2020-04-17,None,False
UK752261307476,896,cows,3,2020-05-28,None,False
UK752261307497,772,cows,3,2020-06-20,None,False
UK752261307602,622,cows,3,2020-06-28,4,True
UK752261307651,550,cows,3,2020-08-09,None,False
UK752261307686,234,cows,2,2020-09-04,None,False
UK752261307805,449,cows,3,2020-09-15,None,False
UK752261307812,110,cows,3,2020-09-19,None,False
UK752261307840,444,cows,2,2020-10-05,None,False
UK752261307875,382,cows,3,2020-10-17,None,False
UK752261307903,569,cows,3,2020-11-17,None,False
UK752261307910,278,cows,1,2020-11-27,None,False
UK752261307952,307952,cows,1,2020-12-17,4,True
UK752261307966,368,cows,1,2020-12-27,None,False
UK752261307973,307973,cows,1,2020-12-30,3,True
UK752261307987,185,cows,2,2021-01-10,None,False
UK752261308232,73,cows,2,2021-01-31,3,True
UK752261308239,156,cows,2,2021-02-03,None,False
UK752261308246,459,cows,2,2021-02-14,None,False
UK752261308267,793,cows,2,2021-03-05,None,False
UK752261308295,767,cows,2,2021-03-20,None,False
UK752261308302,226,cows,2,2021-03-27,None,False
UK752261308309,66,cows,2,2021-04-02,3,True
UK752261308337,931,cows,2,2021-04-21,None,False
UK752261308351,829,cows,1,2021-05-05,None,False
UK752261308372,785,cows,2,2021-05-20,None,False
UK752261308386,838,cows,2,2021-05-31,None,False
UK752261308505,582,cows,2,2021-06-14,3,True
UK752261308519,854,cows,2,2021-06-24,None,False
UK752261308540,308540,cows,2,2021-07-04,3,True
UK752261308547,308547,cows,1,2021-07-08,3,True
UK752261308554,21013,cows,2,2021-07-12,None,False
UK752261308568,729,cows,2,2021-07-22,None,False
UK752261308575,875,cows,2,2021-07-26,3,True
UK752261308582,739,cows,2,2021-07-30,None,False
UK752261308589,519,cows,1,2021-08-01,None,False
UK752261308708,843,cows,2,2021-08-16,None,False
UK752261308715,943,cows,2,2021-08-24,3,True
UK752261308729,400,cows,2,2021-09-05,None,False
UK752261308736,899,cows,2,2021-09-11,None,False
UK752261308764,7,cows,2,2021-09-25,None,False
UK752261308785,302,cows,2,2021-10-12,None,False
UK752261308855,290,cows,1,2021-11-22,None,False
UK752261308897,284,cows,2,2021-12-12,None,False
UK752261309009,209,cows,2,2021-12-18,3,True
UK752261309016,308,cows,1,2021-12-22,None,False
UK752261309324,251,cows,1,2022-02-16,None,False
UK752261309338,141,cows,1,2022-02-27,None,False
UK752261309352,130,cows,1,2022-03-08,None,False
UK752261309380,72,cows,1,2022-03-31,None,False
UK752261309387,655,cows,1,2022-04-05,2,True
UK752261309401,603,cows,1,2022-04-24,None,False
UK752261309429,309429,cows,1,2022-05-23,2,True
UK752261309443,830,cows,1,2022-06-04,None,False
UK752261309450,309450,cows,1,2022-06-07,None,False
UK752261309457,631,cows,1,2022-06-20,None,False
UK752261309478,6,cows,1,2022-07-02,2,True
UK752261309485,309485,cows,1,2022-07-03,None,False
UK752261309492,309492,cows,2,2022-07-10,2,True
UK752261309618,799,cows,1,2022-07-27,None,False
UK752261309632,17,cows,1,2022-08-05,2,True
UK752261309667,339,cows,1,2022-08-27,2,True
UK752261309674,353,cows,1,2022-09-02,None,False
UK752261309681,247,cows,1,2022-09-07,2,True
UK752261309688,211,cows,1,2022-09-12,2,True
UK752261309695,344,cows,1,2022-09-20,2,True
UK752261309702,356,cows,1,2022-09-27,None,False
UK752261309709,913,cows,1,2022-10-01,None,False
UK752261309716,264,cows,1,2022-10-09,None,False
UK752261309730,475,cows,1,2022-10-20,None,False
UK752261309737,335,cows,1,2022-10-25,2,True
UK752261309744,763,cows,1,2022-10-28,None,False
UK752261309751,880,cows,1,2022-11-01,2,True
UK752261309758,410,cows,1,2022-11-06,None,False
UK752261309765,181,cows,1,2022-11-10,2,True
UK752261309779,710,cows,1,2022-11-18,None,False
UK752261309786,189,cows,1,2022-11-25,2,True
UK752261309793,178,cows,1,2022-11-28,None,False
UK752261309800,691,cows,1,2022-12-03,None,False
UK752261309905,620,cows,1,2022-12-06,None,False
UK752261309912,92,cows,1,2022-12-09,2,True
UK752261309933,613,cows,1,2022-12-19,None,False
UK752261309940,421,cows,1,2022-12-21,None,False
UK752261309947,383,cows,1,2022-12-24,None,False
UK752261309961,480,cows,1,2022-12-30,None,False
UK752261310248,310248,cows,1,2023-06-12,None,False
UK752261311053,311053,cows,1,2024-04-08,1,True
UK752261311060,311060,cows,1,2024-04-11,1,True
UK752261311081,311081,cows,1,2024-04-25,1,True
UK752261311242,311242,cows,1,2024-05-23,1,True
UK752261311256,311256,cows,1,2024-06-02,1,True
UK752261311270,311270,cows,1,2024-06-13,1,True
UK752261311277,311277,cows,1,2024-06-17,1,True
UK752261311291,311291,cows,1,2024-06-30,1,True
UK752261311298,311298,cows,1,2024-07-04,1,True
UK752261311305,311305,cows,1,2024-07-11,1,True
UK752261311312,311312,cows,1,2024-07-12,1,True
UK752261311326,311326,cows,1,2024-07-19,1,True
UK752261311333,311333,cows,1,2024-07-21,1,True
UK752261311347,311347,cows,1,2024-07-28,1,True
UK752261311354,311354,cows,1,2024-07-31,1,True
UK752261311361,311361,cows,1,2024-08-03,1,True
UK752261311375,311375,cows,1,2024-08-07,1,True
UK752261404684,762,cows,6,2017-09-06,None,False
UK752261404908,38,cows,6,2017-09-30,None,False
UK752261405174,18,cows,5,2018-01-27,None,False
UK752261405328,238,cows,5,2018-03-05,None,False
UK752261405370,160,cows,5,2018-03-30,None,False
UK752261405524,337,cows,5,2018-04-30,None,False
UK752261405762,738,cows,4,2018-08-05,5,True
UK752261405790,581,cows,5,2018-08-26,None,False
UK752261406133,681,cows,4,2018-12-11,None,False
UK752261406154,539,cows,4,2018-12-23,None,False
UK752261406322,916,cows,4,2019-02-03,None,False
UK752261406483,483,cows,4,2019-05-21,None,False
UK752261406644,508,cows,4,2019-07-12,None,False
UK752261406665,468,cows,4,2019-07-23,None,False
UK752261406679,401,cows,4,2019-08-01,5,True
UK752261406700,412,cows,2,2019-08-16,None,False
UK752261406861,217,cows,3,2019-10-01,None,False
UK752261407001,573,cows,3,2019-10-28,None,False
UK752261407008,53,cows,4,2019-11-02,None,False
UK752261407057,248,cows,3,2019-11-30,None,False
UK752261407092,856,cows,3,2019-12-22,None,False
UK752261407253,512,cows,3,2020-02-04,None,False
UK752261407414,196,cows,3,2020-03-29,None,False
UK752261407435,102,cows,3,2020-04-07,None,False
UK752261407442,424,cows,3,2020-04-13,None,False
UK752261407456,780,cows,3,2020-04-24,None,False
UK752261407470,440,cows,3,2020-05-20,4,True
UK752261407498,379,cows,3,2020-06-22,None,False
UK752261407610,177,cows,3,2020-07-10,None,False
UK752261407624,407624,cows,2,2020-07-22,3,True
UK752261407666,608,cows,3,2020-08-22,None,False
UK752261407680,741,cows,3,2020-08-30,None,False
UK752261407687,515,cows,3,2020-09-04,None,False
UK752261407834,381,cows,3,2020-10-01,4,True
UK752261407855,477,cows,3,2020-10-12,4,True
UK752261407897,407897,cows,1,2020-11-06,3,True
UK752261407911,634,cows,2,2020-11-28,None,False
UK752261407925,165,cows,2,2020-12-06,None,False
UK752261407939,617,cows,1,2020-12-11,None,False
UK752261407953,206,cows,2,2020-12-20,None,False
UK752261407967,533,cows,2,2020-12-28,None,False
UK752261407995,667,cows,2,2021-01-12,None,False
UK752261408002,289,cows,3,2020-11-10,None,False
UK752261408219,700,cows,2,2021-01-24,None,False
UK752261408226,343,cows,2,2021-01-27,None,False
UK752261408268,906,cows,2,2021-03-07,None,False
UK752261408282,813,cows,2,2021-03-15,None,False
UK752261408303,602,cows,2,2021-03-30,None,False
UK752261408310,548,cows,2,2021-04-03,None,False
UK752261408324,169,cows,2,2021-04-12,None,False
UK752261408345,697,cows,2,2021-04-26,None,False
UK752261408373,37,cows,2,2021-05-20,None,False
UK752261408387,408387,cows,1,2021-05-31,4,True
UK752261408534,408534,cows,2,2021-07-01,3,True
UK752261408548,408548,cows,2,2021-07-08,4,True
UK752261408555,754,cows,2,2021-07-14,3,True
UK752261408590,937,cows,2,2021-08-02,None,False
UK752261408716,93,cows,2,2021-08-24,None,False
UK752261408723,552,cows,2,2021-08-28,3,True
UK752261408730,736,cows,2,2021-09-06,3,True
UK752261408751,85,cows,2,2021-09-18,None,False
UK752261408758,126,cows,2,2021-09-22,None,False
UK752261408793,952,cows,1,2021-10-17,None,False
UK752261408814,153,cows,2,2021-10-31,None,False
UK752261408828,20116,cows,2,2021-11-08,None,False
UK752261408863,420,cows,2,2021-11-26,None,False
UK752261408870,586,cows,2,2021-11-30,None,False
UK752261408877,3,cows,1,2021-12-04,None,False
UK752261408884,31,cows,2,2021-12-06,3,True
UK752261408891,417,cows,2,2021-12-11,None,False
UK752261409003,437,cows,1,2021-12-14,None,False
UK752261409010,21655,cows,1,2021-12-18,None,False
UK752261409017,329,cows,1,2021-12-22,None,False
UK752261409024,409024,cows,1,2021-12-24,None,False
UK752261409052,463,cows,1,2022-01-10,None,False
UK752261409073,385,cows,1,2022-01-18,None,False
UK752261409339,75,cows,1,2022-02-27,None,False
UK752261409374,416,cows,1,2022-03-26,None,False
UK752261409381,409381,cows,1,2022-03-31,2,True
UK752261409395,677,cows,1,2022-04-19,None,False
UK752261409409,409409,cows,1,2022-05-05,None,False
UK752261409416,20415,cows,1,2022-05-08,None,False
UK752261409437,322,cows,1,2022-05-29,None,False
UK752261409444,253,cows,1,2022-06-04,None,False
UK752261409451,409451,cows,3,2022-06-08,3,True
UK752261409458,492,cows,1,2022-06-22,None,False
UK752261409465,45,cows,1,2022-06-24,None,False
UK752261409486,409486,cows,2,2022-07-04,2,True
UK752261409500,514,cows,1,2022-07-14,None,False
UK752261409605,409605,cows,1,2022-07-19,None,False
UK752261409647,15,cows,1,2022-08-15,None,False
UK752261409654,504,cows,1,2022-08-20,None,False
UK752261409668,702,cows,1,2022-08-27,2,True
UK752261409675,360,cows,1,2022-09-02,2,True
UK752261409682,891,cows,1,2022-09-09,None,False
UK752261409689,331,cows,1,2022-09-16,None,False
UK752261409696,364,cows,1,2022-09-20,None,False
UK752261409703,516,cows,1,2022-09-27,None,False
UK752261409710,721,cows,1,2022-10-02,None,False
UK752261409724,768,cows,1,2022-10-16,2,True
UK752261409731,409731,cows,1,2022-10-23,2,True
UK752261409738,317,cows,1,2022-10-26,None,False
UK752261409745,522,cows,1,2022-10-29,None,False
UK752261409752,84,cows,1,2022-11-01,None,False
UK752261409759,367,cows,1,2022-11-07,None,False
UK752261409766,68,cows,1,2022-11-11,2,True
UK752261409780,521,cows,1,2022-11-18,2,True
UK752261409787,532,cows,1,2022-11-25,None,False
UK752261409906,134,cows,1,2022-12-06,None,False
UK752261409920,14,cows,1,2022-12-14,2,True
UK752261409927,28,cows,1,2022-12-17,None,False
UK752261409941,889,cows,1,2022-12-22,None,False
UK752261409955,291,cows,1,2022-12-27,None,False
UK752261409969,645,cows,1,2023-01-01,None,False
UK752261409976,595,cows,1,2023-01-05,None,False
UK752261409983,685,cows,1,2023-01-09,None,False
UK752261409990,279,cows,1,2023-01-13,None,False
UK752261409997,241,cows,1,2023-01-19,2,True
UK752261410004,39,cows,1,2023-01-26,2,True
UK752261410760,410760,cows,1,2023-12-23,1,True
UK752261411040,411040,cows,1,2024-03-30,1,True
UK752261411243,411243,cows,1,2024-05-23,1,True
UK752261411264,411264,cows,1,2024-06-07,1,True
UK752261411278,411278,cows,1,2024-06-18,1,True
UK752261411285,411285,cows,1,2024-06-23,1,True
UK752261411292,411292,cows,1,2024-06-30,1,True
UK752261411299,411299,cows,1,2024-07-06,1,True
UK752261411306,411306,cows,1,2024-07-11,1,True
UK752261411313,411313,cows,1,2024-07-12,1,True
UK752261411320,411320,cows,1,2024-07-16,1,True
UK752261411327,411327,cows,1,2024-07-19,1,True
UK752261411334,411334,cows,1,2024-07-21,1,True
UK752261411355,411355,cows,1,2024-07-31,1,True
UK752261411362,411362,cows,1,2024-08-03,1,True
UK752261411390,411390,cows,1,2024-08-14,1,True
UK752261411432,411432,cows,1,2024-09-05,1,True
UK752261504937,556,cows,5,2017-10-25,None,False
UK752261505749,98,cows,4,2018-07-25,None,False
UK752261505980,283,cows,4,2018-11-02,None,False
UK752261505994,142,cows,4,2018-11-12,5,True
UK752261506400,919,cows,4,2019-03-27,None,False
UK752261506421,409,cows,4,2019-04-11,None,False
UK752261506449,683,cows,4,2019-04-29,None,False
UK752261506470,831,cows,4,2019-05-13,None,False
UK752261506491,341,cows,4,2019-05-28,None,False
UK752261506631,95,cows,3,2019-06-30,None,False
UK752261506638,305,cows,3,2019-07-06,None,False
UK752261506645,423,cows,4,2019-07-12,5,True
UK752261506673,915,cows,4,2019-07-25,None,False
UK752261506820,445,cows,4,2019-08-30,None,False
UK752261506827,614,cows,2,2019-09-04,None,False
UK752261506841,395,cows,3,2019-09-16,None,False
UK752261507072,598,cows,3,2019-12-11,None,False
UK752261507093,640,cows,3,2019-12-23,None,False
UK752261507100,314,cows,3,2019-12-29,None,False
UK752261507233,447,cows,3,2020-01-22,None,False
UK752261507261,422,cows,3,2020-02-10,None,False
UK752261507289,507289,cows,2,2020-03-02,5,True
UK752261507296,606,cows,3,2020-03-09,4,True
UK752261507401,56,cows,3,2020-03-17,None,False
UK752261507415,593,cows,2,2020-03-30,None,False
UK752261507443,558,cows,3,2020-04-13,None,False
UK752261507471,806,cows,3,2020-05-21,None,False
UK752261507478,195,cows,3,2020-06-01,None,False
UK752261507499,325,cows,3,2020-06-25,None,False
UK752261507618,629,cows,3,2020-07-20,None,False
UK752261507632,408,cows,3,2020-07-28,None,False
UK752261507646,796,cows,3,2020-08-08,None,False
